Point,E,N,Elevation,Code,SurveyID,Year,Period,TagID,RiffleID,Site,TagSize_mm,A_Axis_mm,B_Axis_mm,B_Axis_ft,C_Axis_mm,Gravelometer_mm,Weight_g,Particle_Class,Size_Class1,Size_Class2,Distance_ft,Distance_m,Field_Movement,Moved_1PD,Moved_12PD,Hiding,Embedded,Buried,Notes
674,2802898.33,1266250.38,7448.15,PITRCK,Relocate 2019,2019,Before,230000111563,3,Riffle 3,32,114,62,0.203,54,90,634,Cobble,SC1,SC,0.37,0.113,0,1,1,0,0,0,
675,2802864.66,1266374.92,7448.05,PITRCK,Relocate 2019,2019,Before,230000111542,3,Riffle 3,32,102,71,0.233,69,90,796,Cobble,SC1,SC,0.13,0.041,0,0,0,0,0,0,
676,2802867.14,1266370.25,7447.61,PITRCK,Relocate 2019,2019,Before,228000607574,3,Riffle 3,23,62,43,0.141,32,64,140,Gravel,VCG2,VCG,0.05,0.014,0,0,0,1,0,0,
677,2802869.79,1266365.83,7447.84,PITRCK,Relocate 2019,2019,Before,230000111699,3,Riffle 3,32,185,124,0.407,79,128,3653,Cobble,SC2,SC,0.05,0.016,0,0,0,0,0,0,
678,2802870.81,1266360.80,7447.77,PITRCK,Relocate 2019,2019,Before,230000111612,3,Riffle 3,32,135,99,0.325,82,128,1821,Cobble,SC2,SC,0.67,0.204,1,1,1,0,0,0,
679,2802872.75,1266354.05,7447.55,PITRCK,Relocate 2019,2019,Before,230000111532,3,Riffle 3,32,134,126,0.413,67,128,1534,Cobble,SC2,SC,1.68,0.511,1,1,1,0,0,0,
680,2802873.21,1266350.81,7447.62,PITRCK,Relocate 2019,2019,Before,230000111680,3,Riffle 3,32,131,112,0.367,71,128,1468,Cobble,SC2,SC,0.36,0.108,0,0,0,0,0,0,
681,2802874.24,1266344.66,7447.97,PITRCK,Relocate 2019,2019,Before,230000111554,3,Riffle 3,32,375,265,0.869,193,362,22700,Boulder,SB1,SB,2.42,0.737,1,1,1,0,0,0,
682,2802876.76,1266340.13,7447.62,PITRCK,Relocate 2019,2019,Before,230000111701,3,Riffle 3,32,144,135,0.443,89,128,2792,Cobble,SC2,SC,1.18,0.359,1,1,1,0,0,0,
683,2802878.94,1266336.48,7447.54,PITRCK,Relocate 2019,2019,Before,228000607542,3,Riffle 3,23,119,64,0.210,45,64,469,Gravel,VCG2,VCG,0.17,0.052,0,0,0,1,0,0,
684,2802881.14,1266331.82,7447.80,PITRCK,Relocate 2019,2019,Before,230000111531,3,Riffle 3,32,123,113,0.371,67,128,1519,Cobble,SC2,SC,0.61,0.186,0,1,1,0,0,0,
685,2802880.49,1266325.01,7447.81,PITRCK,Relocate 2019,2019,Before,230000111608,3,Riffle 3,32,160,123,0.404,71,128,2236,Cobble,SC2,SC,4.05,1.233,1,1,1,0,0,0,
686,2802886.42,1266321.42,7447.96,PITRCK,Relocate 2019,2019,Before,230000111513,3,Riffle 3,32,148,93,0.305,75,90,1599,Cobble,SC1,SC,0.76,0.230,0,1,1,0,0,0,
687,2802888.72,1266317.97,7447.43,PITRCK,Relocate 2019,2019,Before,230000111589,3,Riffle 3,32,125,113,0.371,95,128,2284,Cobble,SC2,SC,0.15,0.045,1,0,0,0,0,0,
688,2802891.41,1266313.01,7447.63,PITRCK,Relocate 2019,2019,Before,228000607553,3,Riffle 3,23,76,59,0.194,50,64,435,Gravel,VCG2,VCG,0.28,0.085,1,1,0,0,0,0,
689,2802893.21,1266309.27,7447.87,PITRCK,Relocate 2019,2019,Before,230000111519,3,Riffle 3,32,151,141,0.463,52,128,1937,Cobble,SC2,SC,0.26,0.079,0,0,0,0,0,0,
690,2802895.32,1266304.23,7447.84,PITRCK,Relocate 2019,2019,Before,230000111529,3,Riffle 3,32,248,168,0.551,104,180,5200,Cobble,LC1,LC,0.18,0.054,0,0,0,0,0,0,
691,2802898.49,1266298.90,7448.14,PITRCK,Relocate 2019,2019,Before,230000111565,3,Riffle 3,32,311,241,0.791,149,256,13100,Cobble,LC2,LC,0.11,0.033,0,0,0,0,0,0,
692,2802900.77,1266292.94,7447.65,PITRCK,Relocate 2019,2019,Before,228000607501,3,Riffle 3,23,78,52,0.171,34,64,212,Gravel,VCG2,VCG,0.68,0.208,1,1,1,0,0,0,
693,2802902.92,1266288.43,7447.92,PITRCK,Relocate 2019,2019,Before,230000111691,3,Riffle 3,32,145,105,0.344,63,128,1716,Cobble,SC2,SC,0.69,0.211,0,1,1,0,0,0,
694,2802905.20,1266282.26,7447.77,PITRCK,Relocate 2019,2019,Before,230000111613,3,Riffle 3,32,136,112,0.367,43,90,1002,Cobble,SC1,SC,2.30,0.701,1,1,1,0,0,0,
695,2802908.98,1266278.55,7447.66,PITRCK,Relocate 2019,2019,Before,230000111505,3,Riffle 3,32,117,77,0.253,71,90,941,Cobble,SC1,SC,0.03,0.010,0,0,0,0,0,0,
696,2802911.85,1266273.59,7447.91,PITRCK,Relocate 2019,2019,Before,230000111511,3,Riffle 3,32,106,93,0.305,80,90,1175,Cobble,SC1,SC,0.32,0.097,0,1,1,0,0,0,
697,2802913.66,1266269.95,7447.63,PITRCK,Relocate 2019,2019,Before,230000111610,3,Riffle 3,32,130,85,0.279,56,90,936,Cobble,SC1,SC,0.74,0.225,0,1,1,0,0,0,
698,2802917.00,1266262.38,7447.98,PITRCK,Relocate 2019,2019,Before,230000111569,3,Riffle 3,32,94,71,0.233,67,90,638,Cobble,SC1,SC,0.82,0.250,1,1,1,0,0,0,
699,2802920.62,1266257.73,7448.05,PITRCK,Relocate 2019,2019,Before,228000607518,3,Riffle 3,23,86,66,0.217,38,64,NA,Gravel,VCG2,VCG,0.30,0.093,0,1,0,0,0,0,
700,2806338.28,1266549.06,7459.60,PITRCK,Relocate 2020,2020,Before,230000111558,1,Riffle 1,32,145,118,0.387,52,128,1424,Cobble,SC2,SC,0.06,0.018,0,0,0,0,0,0,
701,2806337.99,1266558.02,7458.85,PITRCK,Relocate 2020,2020,Before,230000111677,1,Riffle 1,32,90,78,0.256,69,90,608,Cobble,SC1,SC,0.11,0.033,0,0,0,0,0,0,
702,2806337.99,1266564.81,7459.04,PITRCK,Relocate 2020,2020,Before,230000111624,1,Riffle 1,32,157,152,0.499,82,180,2584,Cobble,LC1,LC,0.06,0.018,0,0,0,0,0,0,
703,2806337.00,1266571.82,7459.09,PITRCK,Relocate 2020,2020,Before,228000607573,1,Riffle 1,23,102,61,0.200,48,64,550,Gravel,VCG2,VCG,0.08,0.025,0,0,0,0,0,0,
704,2806336.22,1266579.56,7459.55,PITRCK,Relocate 2020,2020,Before,230000111731,1,Riffle 1,32,145,98,0.322,56,128,1335,Cobble,SC2,SC,0.21,0.063,0,0,0,0,0,0,
705,2806334.66,1266585.26,7459.60,PITRCK,Relocate 2020,2020,Before,230000111736,1,Riffle 1,32,155,109,0.358,66,128,1789,Cobble,SC2,SC,0.13,0.039,0,0,0,0,0,0,
706,2806326.07,1266592.23,7459.31,PITRCK,Relocate 2020,2020,Before,230000111684,1,Riffle 1,32,198,117,0.384,64,128,2248,Cobble,SC2,SC,0.16,0.050,0,0,0,0,0,0,
707,2806332.62,1266599.23,7459.42,PITRCK,Relocate 2020,2020,Before,230000111541,1,Riffle 1,32,356,290,0.951,138,362,14100,Boulder,SB1,SB,0.04,0.011,0,0,0,0,0,0,
708,2806323.07,1266602.60,7459.33,PITRCK,Relocate 2020,2020,Before,228000607534,1,Riffle 1,23,70,63,0.207,55,64,654,Gravel,VCG2,VCG,0.01,0.004,0,0,0,0,0,0,
710,2806330.95,1266617.75,7459.00,PITRCK,Relocate 2020,2020,Before,230000111683,1,Riffle 1,32,132,90,0.295,80,128,1427,Cobble,SC2,SC,0.05,0.016,0,0,0,0,0,0,
711,2806334.10,1266624.27,7459.27,PITRCK,Relocate 2020,2020,Before,230000111737,1,Riffle 1,32,169,138,0.453,82,128,2929,Cobble,SC2,SC,0.19,0.059,0,0,0,0,0,0,
712,2806334.51,1266629.68,7458.83,PITRCK,Relocate 2020,2020,Before,230000111641,1,Riffle 1,32,124,104,0.341,56,90,1093,Cobble,SC1,SC,0.12,0.037,0,0,0,0,0,0,
713,2806333.64,1266635.52,7458.76,PITRCK,Relocate 2020,2020,Before,228000607513,1,Riffle 1,23,91,60,0.197,38,64,273,Gravel,VCG2,VCG,0.07,0.021,0,0,0,1,0,0,
714,2806334.31,1266640.56,7459.15,PITRCK,Relocate 2020,2020,Before,230000111644,1,Riffle 1,32,135,93,0.305,72,90,1442,Cobble,SC1,SC,0.14,0.042,0,0,0,1,0,0,
715,2806331.46,1266645.11,7458.84,PITRCK,Relocate 2020,2020,Before,230000111632,1,Riffle 1,32,124,96,0.315,53,90,802,Cobble,SC1,SC,0.05,0.015,0,0,0,0,0,0,
716,2806335.36,1266649.99,7459.01,PITRCK,Relocate 2020,2020,Before,230000111695,1,Riffle 1,32,120,97,0.318,77,90,1034,Cobble,SC1,SC,0.11,0.034,0,0,0,0,0,0,
717,2806335.30,1266655.94,7459.11,PITRCK,Relocate 2020,2020,Before,228000607532,1,Riffle 1,23,90,55,0.180,42,64,446,Gravel,VCG2,VCG,0.14,0.042,0,0,0,1,0,0,
719,2806335.10,1266668.35,7459.23,PITRCK,Relocate 2020,2020,Before,230000111689,1,Riffle 1,32,141,84,0.276,37,90,888,Cobble,SC1,SC,0.40,0.122,0,1,1,1,0,0,
720,2806318.20,1266549.78,7459.12,PITRCK,Relocate 2020,2020,Before,228000607533,1,Riffle 1,23,89,65,0.213,52,64,400,Gravel,VCG2,VCG,0.05,0.015,0,0,0,1,0,0,
721,2806317.50,1266555.66,7458.96,PITRCK,Relocate 2020,2020,Before,230000111712,1,Riffle 1,32,176,113,0.371,74,128,2062,Cobble,SC2,SC,0.07,0.022,0,0,0,0,0,0,
722,2806317.08,1266563.41,7458.89,PITRCK,Relocate 2020,2020,Before,230000111534,1,Riffle 1,32,157,135,0.443,130,180,3638,Cobble,LC1,LC,0.21,0.064,0,0,0,0,0,0,
723,2806316.36,1266570.41,7458.99,PITRCK,Relocate 2020,2020,Before,228000607520,1,Riffle 1,23,90,64,0.210,52,64,543,Gravel,VCG2,VCG,0.06,0.018,0,0,0,1,0,0,
724,2806315.93,1266574.53,7459.26,PITRCK,Relocate 2020,2020,Before,230000111598,1,Riffle 1,32,142,104,0.341,54,128,1046,Cobble,SC2,SC,0.40,0.121,0,1,1,0,0,0,
725,2806315.94,1266579.94,7459.40,PITRCK,Relocate 2020,2020,Before,230000111741,1,Riffle 1,32,148,100,0.328,84,128,1958,Cobble,SC2,SC,0.11,0.035,0,0,0,0,0,0,
728,2806313.79,1266598.42,7459.21,PITRCK,Relocate 2020,2020,Before,230000111698,1,Riffle 1,32,89,82,0.269,70,90,771,Cobble,SC1,SC,0.05,0.017,0,0,0,0,0,0,
729,2806313.18,1266602.20,7459.20,PITRCK,Relocate 2020,2020,Before,230000111643,1,Riffle 1,32,184,125,0.410,58,128,2352,Cobble,SC2,SC,0.67,0.205,1,1,1,0,0,0,
730,2806313.32,1266607.06,7458.86,PITRCK,Relocate 2020,2020,Before,228000607537,1,Riffle 1,23,95,61,0.200,35,64,458,Gravel,VCG2,VCG,0.11,0.035,0,0,0,0,0,0,
731,2806311.59,1266612.08,7459.01,PITRCK,Relocate 2020,2020,Before,230000111734,1,Riffle 1,32,120,104,0.341,64,128,1233,Cobble,SC2,SC,0.17,0.050,0,0,0,0,0,0,
733,2806310.93,1266623.42,7459.28,PITRCK,Relocate 2020,2020,Before,230000111733,1,Riffle 1,32,303,265,0.869,148,362,15900,Boulder,SB1,SB,0.15,0.046,0,0,0,0,0,0,
734,2806310.03,1266629.15,7458.90,PITRCK,Relocate 2020,2020,Before,230000111679,1,Riffle 1,32,141,105,0.344,79,128,1381,Cobble,SC2,SC,0.15,0.046,0,0,0,0,0,0,
735,2806310.56,1266635.43,7458.80,PITRCK,Relocate 2020,2020,Before,230000111623,1,Riffle 1,32,136,109,0.358,36,90,858,Cobble,SC1,SC,0.09,0.026,0,0,0,0,0,0,
736,2806309.05,1266639.96,7458.86,PITRCK,Relocate 2020,2020,Before,230000111615,1,Riffle 1,32,134,115,0.377,42,128,986,Cobble,SC2,SC,0.05,0.016,0,0,0,1,0,0,
737,2806309.80,1266647.21,7458.85,PITRCK,Relocate 2020,2020,Before,230000111544,1,Riffle 1,32,86,73,0.240,51,90,518,Cobble,SC1,SC,0.11,0.033,0,0,0,0,0,0,
738,2806308.59,1266656.35,7459.13,PITRCK,Relocate 2020,2020,Before,230000111550,1,Riffle 1,32,107,91,0.299,42,90,571,Cobble,SC1,SC,0.02,0.006,0,0,0,0,0,0,
739,2806299.58,1266549.83,7458.91,PITRCK,Relocate 2020,2020,Before,228000607541,1,Riffle 1,23,91,64,0.210,40,64,398,Gravel,VCG2,VCG,0.10,0.030,0,0,0,1,0,0,
740,2806298.54,1266555.81,7458.71,PITRCK,Relocate 2020,2020,Before,230000111517,1,Riffle 1,32,142,136,0.446,46,128,1173,Cobble,SC2,SC,0.23,0.071,0,0,0,0,0,0,
742,2806296.93,1266565.23,7458.62,PITRCK,Relocate 2020,2020,Before,228000607524,1,Riffle 1,23,86,68,0.223,54,64,562,Gravel,VCG2,VCG,0.13,0.040,0,0,0,0,0,0,
743,2806295.95,1266570.31,7458.78,PITRCK,Relocate 2020,2020,Before,230000111668,1,Riffle 1,32,177,112,0.367,67,128,1929,Cobble,SC2,SC,0.24,0.072,0,0,0,0,0,0,
744,2806295.27,1266576.61,7459.24,PITRCK,Relocate 2020,2020,Before,230000111510,1,Riffle 1,32,460,230,0.755,125,256,17100,Cobble,LC2,LC,0.43,0.131,0,0,0,0,0,0,
745,2806294.26,1266583.97,7459.00,PITRCK,Relocate 2020,2020,Before,228000607516,1,Riffle 1,23,81,63,0.207,55,64,514,Gravel,VCG2,VCG,0.30,0.090,0,1,0,0,0,0,
746,2806287.99,1266588.11,7458.87,PITRCK,Relocate 2020,2020,Before,230000111595,1,Riffle 1,32,158,98,0.322,49,90,939,Cobble,SC1,SC,0.14,0.042,0,0,0,0,0,0,
747,2806292.85,1266596.18,7458.88,PITRCK,Relocate 2020,2020,Before,230000111676,1,Riffle 1,32,145,84,0.276,71,90,1337,Cobble,SC1,SC,0.23,0.070,0,0,0,0,0,0,
748,2806292.26,1266601.66,7459.01,PITRCK,Relocate 2020,2020,Before,230000111735,1,Riffle 1,32,141,117,0.384,56,128,1706,Cobble,SC2,SC,0.23,0.071,0,0,0,0,0,0,
749,2806284.13,1266606.64,7458.87,PITRCK,Relocate 2020,2020,Before,230000111686,1,Riffle 1,32,110,78,0.256,34,90,601,Cobble,SC1,SC,0.08,0.023,0,0,0,1,0,0,
750,2806291.11,1266613.24,7458.69,PITRCK,Relocate 2020,2020,Before,228000607509,1,Riffle 1,23,106,64,0.210,36,64,440,Gravel,VCG2,VCG,0.01,0.003,0,0,0,1,0,0,
751,2806290.03,1266617.66,7458.70,PITRCK,Relocate 2020,2020,Before,230000111728,1,Riffle 1,32,165,123,0.404,75,180,2327,Cobble,LC1,LC,0.09,0.027,0,0,0,0,0,0,
752,2806290.04,1266624.24,7458.86,PITRCK,Relocate 2020,2020,Before,230000111594,1,Riffle 1,32,135,67,0.220,55,90,911,Cobble,SC1,SC,0.09,0.029,0,0,0,0,0,0,
753,2806290.38,1266630.82,7458.72,PITRCK,Relocate 2020,2020,Before,230000111566,1,Riffle 1,32,134,115,0.377,43,128,1003,Cobble,SC2,SC,0.62,0.189,0,1,1,0,0,0,
755,2806288.46,1266642.43,7458.92,PITRCK,Relocate 2020,2020,Before,230000111717,1,Riffle 1,32,135,93,0.305,59,90,1398,Cobble,SC1,SC,0.08,0.024,0,0,0,0,0,0,
758,2806289.35,1266659.44,7459.10,PITRCK,Relocate 2020,2020,Before,230000111527,1,Riffle 1,32,139,76,0.249,75,90,1153,Cobble,SC1,SC,0.28,0.085,0,1,1,1,0,0,
759,2806308.59,1266664.58,7459.27,PITRCK,Relocate 2020,2020,Before,230000111575,1,Riffle 1,32,135,96,0.315,53,90,1034,Cobble,SC1,SC,0.20,0.061,0,0,0,0,0,0,
760,2806259.12,1266536.84,7458.70,PITRCK,Relocate 2020,2020,Before,228000607549,1,Riffle 1,23,72,50,0.164,38,64,185,Gravel,VCG2,VCG,0.28,0.085,0,1,0,1,0,0,
761,2806257.95,1266541.54,7458.20,PITRCK,Relocate 2020,2020,Before,230000111556,1,Riffle 1,32,116,113,0.371,59,128,1187,Cobble,SC2,SC,0.08,0.023,0,0,0,1,0,0,
762,2806257.98,1266547.48,7458.61,PITRCK,Relocate 2020,2020,Before,230000111570,1,Riffle 1,32,218,94,0.308,50,128,2142,Cobble,SC2,SC,0.20,0.062,0,0,0,0,0,0,
763,2806253.18,1266552.87,7458.24,PITRCK,Relocate 2020,2020,Before,228000607577,1,Riffle 1,23,94,66,0.217,23,64,361,Gravel,VCG2,VCG,0.16,0.048,0,0,0,0,0,0,
764,2806254.34,1266558.07,7458.39,PITRCK,Relocate 2020,2020,Before,230000111636,1,Riffle 1,32,141,97,0.318,83,128,2024,Cobble,SC2,SC,0.22,0.066,0,0,0,0,0,0,
765,2806254.10,1266563.34,7458.12,PITRCK,Relocate 2020,2020,Before,230000111716,1,Riffle 1,32,129,116,0.381,60,128,1338,Cobble,SC2,SC,0.27,0.084,0,0,0,0,0,0,
767,2806247.67,1266573.59,7458.42,PITRCK,Relocate 2020,2020,Before,228000607565,1,Riffle 1,23,94,58,0.190,56,64,433,Gravel,VCG2,VCG,0.15,0.046,0,0,0,1,0,0,
769,2806250.54,1266586.77,7458.49,PITRCK,Relocate 2020,2020,Before,230000111525,1,Riffle 1,32,104,86,0.282,46,90,837,Cobble,SC1,SC,0.31,0.093,0,1,1,0,0,0,
770,2806248.03,1266592.31,7458.88,PITRCK,Relocate 2020,2020,Before,230000111578,1,Riffle 1,32,374,275,0.902,144,362,19700,Boulder,SB1,SB,0.22,0.068,0,0,0,0,0,0,
771,2806240.48,1266597.08,7458.20,PITRCK,Relocate 2020,2020,Before,230000111555,1,Riffle 1,32,109,71,0.233,69,90,826,Cobble,SC1,SC,0.05,0.016,0,0,0,1,0,0,
772,2806248.38,1266603.95,7458.41,PITRCK,Relocate 2020,2020,Before,230000111746,1,Riffle 1,32,111,68,0.223,59,90,775,Cobble,SC1,SC,0.07,0.021,0,0,0,0,0,0,
773,2806247.79,1266607.03,7458.41,PITRCK,Relocate 2020,2020,Before,230000111707,1,Riffle 1,32,151,98,0.322,58,90,1186,Cobble,SC1,SC,0.17,0.052,0,0,0,0,0,0,
775,2806245.35,1266617.84,7458.44,PITRCK,Relocate 2020,2020,Before,230000111607,1,Riffle 1,32,113,100,0.328,63,90,1093,Cobble,SC1,SC,0.16,0.049,0,0,0,1,0,0,
776,2806248.13,1266623.44,7458.32,PITRCK,Relocate 2020,2020,Before,230000111567,1,Riffle 1,32,128,104,0.341,33,90,645,Cobble,SC1,SC,0.22,0.066,0,0,0,1,0,0,
777,2806247.87,1266629.07,7457.79,PITRCK,Relocate 2020,2020,Before,228000607560,1,Riffle 1,23,82,64,0.210,37,64,407,Gravel,VCG2,VCG,0.07,0.021,0,0,0,1,0,0,
778,2806247.06,1266633.81,7457.62,PITRCK,Relocate 2020,2020,Before,230000111648,1,Riffle 1,32,101,88,0.289,34,90,508,Cobble,SC1,SC,0.55,0.169,0,1,1,1,0,0,
779,2806245.67,1266641.80,7458.82,PITRCK,Relocate 2020,2020,Before,228000607517,1,Riffle 1,23,68,56,0.184,43,64,241,Gravel,VCG2,VCG,0.13,0.039,0,0,0,0,0,0,
780,2806238.62,1266531.67,7458.51,PITRCK,Relocate 2020,2020,Before,230000111581,1,Riffle 1,32,113,101,0.331,43,90,755,Cobble,SC1,SC,0.14,0.043,0,0,0,0,0,0,
781,2806237.49,1266539.69,7458.28,PITRCK,Relocate 2020,2020,Before,228000607507,1,Riffle 1,23,65,45,0.148,42,64,197,Gravel,VCG2,VCG,0.35,0.106,0,1,1,0,0,0,
782,2806236.49,1266545.03,7458.27,PITRCK,Relocate 2020,2020,Before,230000111693,1,Riffle 1,32,154,92,0.302,58,90,1342,Cobble,SC1,SC,0.22,0.069,0,0,0,1,0,0,
783,2806235.70,1266550.88,7458.31,PITRCK,Relocate 2020,2020,Before,230000111535,1,Riffle 1,32,168,101,0.331,97,128,1715,Cobble,SC2,SC,0.04,0.012,0,0,0,0,0,0,
784,2806234.32,1266554.73,7458.25,PITRCK,Relocate 2020,2020,Before,230000111562,1,Riffle 1,32,197,169,0.554,68,180,3575,Cobble,LC1,LC,0.13,0.040,0,0,0,0,0,0,
785,2806233.02,1266560.03,7458.22,PITRCK,Relocate 2020,2020,Before,228000607552,1,Riffle 1,23,75,64,0.210,54,64,543,Gravel,VCG2,VCG,0.12,0.037,0,0,0,0,0,0,
786,2806227.90,1266562.14,7458.07,PITRCK,Relocate 2020,2020,Before,230000111700,1,Riffle 1,32,131,82,0.269,56,90,709,Cobble,SC1,SC,0.13,0.039,0,0,0,0,0,0,
787,2806231.74,1266570.06,7458.23,PITRCK,Relocate 2020,2020,Before,230000111521,1,Riffle 1,32,203,83,0.272,83,90,2179,Cobble,SC1,SC,0.20,0.061,0,0,0,0,0,0,
789,2806230.48,1266579.05,7458.10,PITRCK,Relocate 2020,2020,Before,228000607535,1,Riffle 1,23,74,54,0.177,36,64,254,Gravel,VCG2,VCG,0.06,0.017,0,0,0,1,0,0,
790,2806228.51,1266582.50,7458.15,PITRCK,Relocate 2020,2020,Before,230000111545,1,Riffle 1,32,121,71,0.233,58,90,829,Cobble,SC1,SC,0.33,0.102,0,1,1,1,0,0,
791,2806223.25,1266586.97,7458.01,PITRCK,Relocate 2020,2020,Before,230000111540,1,Riffle 1,32,119,82,0.269,59,90,734,Cobble,SC1,SC,0.36,0.110,0,1,1,0,0,0,
792,2806229.47,1266593.21,7458.08,PITRCK,Relocate 2020,2020,Before,230000111506,1,Riffle 1,32,110,108,0.354,41,128,941,Cobble,SC2,SC,0.13,0.041,0,0,0,1,0,0,
793,2806224.12,1266598.07,7458.12,PITRCK,Relocate 2020,2020,Before,230000111667,1,Riffle 1,32,153,114,0.374,52,128,1347,Cobble,SC2,SC,0.08,0.024,0,0,0,0,0,0,
794,2806226.22,1266606.01,7458.52,PITRCK,Relocate 2020,2020,Before,230000111614,1,Riffle 1,32,306,205,0.673,256,256,18900,Cobble,LC2,LC,0.42,0.128,0,0,0,0,0,0,
795,2806224.86,1266611.98,7457.99,PITRCK,Relocate 2020,2020,Before,230000111549,1,Riffle 1,32,82,76,0.249,75,90,643,Cobble,SC1,SC,0.17,0.053,0,0,0,0,0,0,
798,2806222.94,1266626.55,7458.40,PITRCK,Relocate 2020,2020,Before,230000111548,1,Riffle 1,32,90,76,0.249,52,90,530,Cobble,SC1,SC,0.05,0.014,0,0,0,0,0,0,
799,2806215.02,1266627.47,7458.47,PITRCK,Relocate 2020,2020,Before,228000607571,1,Riffle 1,23,127,71,0.233,31,64,415,Gravel,VCG2,VCG,0.83,0.253,0,1,1,1,0,0,
800,2804503.19,1266619.32,7453.81,PITRCK,Relocate 2020,2020,Before,230000111682,2,Riffle 2,32,110,97,0.318,52,90,812,Cobble,SC1,SC,0.12,0.036,0,0,0,0,0,0,
802,2804500.73,1266608.19,7453.68,PITRCK,Relocate 2020,2020,Before,230000111747,2,Riffle 2,32,110,100,0.328,59,128,897,Cobble,SC2,SC,0.21,0.064,0,0,0,0,1,0,
803,2804499.54,1266602.93,7453.66,PITRCK,Relocate 2020,2020,Before,230000111646,2,Riffle 2,32,93,77,0.253,55,90,508,Cobble,SC1,SC,0.03,0.010,0,0,0,1,1,0,
804,2804497.38,1266597.54,7453.72,PITRCK,Relocate 2020,2020,Before,230000111620,2,Riffle 2,32,159,120,0.394,46,128,1290,Cobble,SC2,SC,0.13,0.039,0,0,0,0,1,0,
805,2804486.96,1266594.29,7453.61,PITRCK,Relocate 2020,2020,Before,230000111681,2,Riffle 2,32,100,65,0.213,55,90,572,Cobble,SC1,SC,0.04,0.013,0,0,0,0,0,0,
806,2804492.88,1266589.84,7453.64,PITRCK,Relocate 2020,2020,Before,228000607576,2,Riffle 2,23,104,64,0.210,43,64,599,Gravel,VCG2,VCG,0.15,0.045,0,0,0,0,0,0,
808,2804492.90,1266579.81,7453.49,PITRCK,Relocate 2020,2020,Before,230000111723,2,Riffle 2,32,146,89,0.292,36,90,807,Cobble,SC1,SC,0.34,0.103,0,1,1,0,0,0,
809,2804491.19,1266575.64,7453.34,PITRCK,Relocate 2020,2020,Before,230000111704,2,Riffle 2,32,95,73,0.240,41,64,416,Gravel,VCG2,VCG,0.09,0.028,0,0,0,1,1,0,
810,2804490.91,1266571.57,7453.83,PITRCK,Relocate 2020,2020,Before,230000111666,2,Riffle 2,32,321,290,0.951,200,362,18300,Boulder,SB1,SB,0.09,0.029,0,0,0,0,0,0,
811,2804488.30,1266566.72,7453.37,PITRCK,Relocate 2020,2020,Before,230000111657,2,Riffle 2,32,100,72,0.236,42,64,379,Gravel,VCG2,VCG,0.19,0.057,0,0,0,0,0,0,
813,2804487.12,1266559.58,7452.99,PITRCK,Relocate 2020,2020,Before,230000111703,2,Riffle 2,32,114,85,0.279,37,90,604,Cobble,SC1,SC,0.13,0.040,0,0,0,0,0,0,
814,2804484.74,1266554.00,7453.04,PITRCK,Relocate 2020,2020,Before,230000111618,2,Riffle 2,32,115,108,0.354,78,128,1109,Cobble,SC2,SC,0.14,0.042,0,0,0,0,0,0,
815,2804485.40,1266550.20,7453.18,PITRCK,Relocate 2020,2020,Before,230000111654,2,Riffle 2,32,114,105,0.344,95,128,1678,Cobble,SC2,SC,0.06,0.019,0,0,0,0,0,0,
816,2804484.25,1266546.19,7452.97,PITRCK,Relocate 2020,2020,Before,230000111627,2,Riffle 2,32,151,80,0.262,39,90,787,Cobble,SC1,SC,0.16,0.048,0,0,0,1,0,0,
818,2804483.43,1266538.18,7453.10,PITRCK,Relocate 2020,2020,Before,230000111583,2,Riffle 2,32,85,61,0.200,55,90,493,Cobble,SC1,SC,0.06,0.019,0,0,0,0,0,0,
819,2804481.69,1266533.98,7453.23,PITRCK,Relocate 2020,2020,Before,230000111619,2,Riffle 2,32,95,64,0.210,54,90,460,Cobble,SC1,SC,0.10,0.030,0,0,0,1,0,0,
823,2804478.08,1266516.81,7454.22,PITRCK,Relocate 2020,2020,Before,230000111713,2,Riffle 2,32,104,86,0.282,45,90,730,Cobble,SC1,SC,0.09,0.026,0,0,0,1,0,0,
825,2804522.00,1266623.40,7453.75,PITRCK,Relocate 2020,2020,Before,228000607572,2,Riffle 2,23,75,68,0.223,37,64,300,Gravel,VCG2,VCG,0.07,0.020,0,0,0,0,1,0,
826,2804521.86,1266619.35,7453.41,PITRCK,Relocate 2020,2020,Before,230000111599,2,Riffle 2,32,135,120,0.394,75,128,1877,Cobble,SC2,SC,0.12,0.037,0,0,0,0,1,0,
827,2804519.86,1266613.72,7453.38,PITRCK,Relocate 2020,2020,Before,230000111715,2,Riffle 2,32,168,117,0.384,70,128,2178,Cobble,SC2,SC,0.02,0.007,0,0,0,0,1,0,
828,2804518.56,1266608.06,7453.56,PITRCK,Relocate 2020,2020,Before,230000111732,2,Riffle 2,32,210,158,0.518,107,180,3929,Cobble,LC1,LC,0.41,0.126,0,0,0,0,1,0,
829,2804517.40,1266603.65,7453.80,PITRCK,Relocate 2020,2020,Before,230000111675,2,Riffle 2,32,98,89,0.292,68,90,939,Cobble,SC1,SC,0.11,0.035,0,0,0,0,1,0,
830,2804514.69,1266598.19,7453.83,PITRCK,Relocate 2020,2020,Before,228000607528,2,Riffle 2,23,84,69,0.226,41,64,409,Gravel,VCG2,VCG,0.05,0.015,0,0,0,0,1,0,
